Model,Vintage,Area,Material,Series_Cells,Parallel_C-S,Isco,Voco,Impo,Vmpo,aIsc,aImp,C0,C1,BVoco,mBVoc,BVmpo,mBVmp,n,C2,C3,A0,A1,A2,A3,A4,B0,B1,B2,B3,B4,B5,d(Tc),fd,a,b,C4,C5,Ixo,Ixxo,C6,C7,Picture,Description
"Shell SM55","2002 (E)",0.425000,"c-Si",36,1,3.400000,21.700000,3.150000,17.400000,0.000550,-0.000080,1.020000,-0.020000,-0.087000,0.000000,-0.089000,0.000000,1.086000,0.088180,-8.434000,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,3.360000,2.310000,1.122000,-0.122000,,"Area = 0.425 m^2, (13.0"" x 50.9""). Weight = 5.5 kg (12 lb). Module with 36 (100 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, polymer  backsheet, module laminated with EVA. Separate positive and negative junction boxes with bypass diode in each. Max system voltage = 820V.  Max series fuse = ?A.  NOCT = 45C."
"Shell SP140","2002 (E)",1.320000,"c-Si",72,1,4.700000,42.800000,4.240000,33.000000,0.000070,-0.000552,1.002000,-0.002000,-0.174000,0.000000,-0.178000,0.000000,1.289000,0.004416,-7.589100,0.937700,0.055704,-0.010740,0.000746,-0.000018,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.981000,0.019000,4.610000,3.030000,1.143000,-0.143000,,"Area = 1.320 m^2, (32.0"" x 63.8""). Weight = 17.2 kg (37.8 lb).  Module with 72 (140 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass front sheet, polymer backsheet, module laminated with EVA. Available with two junction box syles  with either 2 or 3 bypass diodes.  Max system voltage = 600V.  Max series fuse = 15A. NOCT = 45C."
"Shell SP150","2002 (E)",1.320000,"c-Si",72,1,4.800000,43.400000,4.410000,34.000000,0.000070,-0.000552,1.002000,-0.002000,-0.174000,0.000000,-0.178000,0.000000,1.289000,0.004416,-7.589100,0.937700,0.055704,-0.010740,0.000746,-0.000018,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.981000,0.019000,4.740000,3.180000,1.143000,-0.143000,,"Area = 1.320 m^2, (32.0"" x 63.8""). Weight = 17.2 kg (37.8 lb).  Module with 72 (140 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass front sheet, polymer backsheet, module laminated with EVA. Available with two junction box syles  with either 2 or 3 bypass diodes.  Max system voltage = 600V.  Max series fuse = 15A. NOCT = 45C"
"Siemens SM10","1999 (E)",0.119000,"c-Si",34,1,0.710000,19.900000,0.610000,16.300000,0.000550,-0.000080,1.020000,-0.020000,-0.082200,0.000000,-0.084000,0.000000,1.086000,0.088180,-8.434000,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,0.707000,0.412000,1.122000,-0.122000,,"Area = 0.119 m^2, (14.2"" x 13.0""). Weight = 1.8 kg (3.7 lb). Module with 34 (25 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, multilayer Tedlar backsheet, module laminated with EVA. Sealed terminal cover with color-coded lead wires."
"Siemens SM20","1999 (E)",0.186000,"c-Si",30,1,1.600000,18.000000,1.380000,14.500000,0.000550,-0.000080,1.020000,-0.020000,-0.072500,0.000000,-0.074200,0.000000,1.086000,0.088180,-8.434000,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,1.590000,0.950000,1.122000,-0.122000,,"Area = 0.186 m^2, (12.9"" x 22.3""). Weight = 2.5 kg (5.6 lb). Module with 30 (50 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, multilayer Tedlar backsheet, module laminated with EVA. Sealed terminal cover with color-coded lead wires."
"Siemens SM46","1999 (E)",0.356000,"c-Si",30,1,3.350000,18.000000,3.150000,14.600000,0.000550,-0.000080,1.020000,-0.020000,-0.072500,0.000000,-0.074200,0.000000,1.086000,0.088180,-8.434000,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,3.340000,2.370000,1.122000,-0.122000,,"Area = 0.356 m^2, (13"" x 42.7""). Weight = 4.6 kg (10.2 lb). Module with 30 (100 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, multilayer Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes."
"Siemens SM50","1999 (E)",0.425000,"c-Si",36,1,3.400000,21.400000,3.050000,16.600000,0.000550,-0.000080,1.020000,-0.020000,-0.087000,0.000000,-0.089000,0.000000,1.086000,0.088180,-8.434000,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,3.320000,2.210000,1.122000,-0.122000,,"Area = 0.425 m^2, (13"" x 50.9""). Weight = 5.5 kg (12 lb). Module with 36 (100 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, multilayer Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes."
"Siemens SM50/H","1999 (E)",0.401000,"c-Si",33,1,3.350000,19.800000,3.150000,15.900000,0.000550,-0.000080,1.020000,-0.020000,-0.079800,0.000000,-0.081600,0.000000,1.086000,0.088180,-8.434000,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,3.345000,2.360000,1.122000,-0.122000,,"Area = 0.401 m^2, (13"" x 48""). Weight = 5.2 kg (11.5 lb). Module with 33 (100 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, multilayer Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes"
"Siemens SM55","1997",0.425000,"c-Si",36,1,3.313000,21.400000,3.038000,17.310000,0.000520,-0.000060,1.020000,-0.020000,-0.083500,0.000000,-0.085700,0.000000,1.086000,0.088180,-8.434000,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,3.250000,2.240000,1.122000,-0.122000,,"Area = 0.425 m^2, (13"" x 50.9""). Weight = 5.5 kg (12 lb). Module with 36 (100 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes."
"Siemens SM55","1999 (E)",0.425000,"c-Si",36,1,3.450000,21.700000,3.150000,17.400000,0.000550,-0.000080,1.020000,-0.020000,-0.087000,0.000000,-0.089000,0.000000,1.086000,0.088180,-8.434000,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,3.400000,2.290000,1.122000,-0.122000,,"Area = 0.425 m^2, (13"" x 50.9""). Weight = 5.5 kg (12 lb). Module with 36 (100 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, multilayer Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes."
"Siemens SM6","1999 (E)",0.058000,"c-Si",33,1,0.420000,19.500000,0.390000,15.000000,0.000550,-0.000080,1.020000,-0.020000,-0.079800,0.000000,-0.081600,0.000000,1.086000,0.088180,-8.434000,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,0.412000,0.289000,1.122000,-0.122000,,"Area = 0.058 m^2, (6.9"" x 13.0""). Weight = 1.0 kg (2.2 lb). Module with 33 (15 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, multilayer Tedlar backsheet, module laminated with EVA. Sealed terminal cover with color-coded lead wires."
"Siemens SM6","1997",0.058000,"c-Si",33,1,0.394000,19.490000,0.339000,15.790000,0.000600,-0.000030,1.061000,-0.061000,-0.085800,0.000000,-0.082200,0.000000,1.292000,0.579020,-5.512200,0.930000,0.063363,-0.012964,0.001014,-0.000027,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,1.010500,-0.010500,0.378000,0.242000,1.137000,-0.137000,,"Area = 0.058 m^2, (6.9"" x 13.0""). Weight = 1.0 kg (2.2 lb). Module with 33 (15 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, multilayer Tedlar backsheet, module laminated with EVA. Sealed terminal cover with color-coded lead wires."
"Siemens SP130","2001",1.317000,"c-Si",72,1,4.366000,43.450000,3.916000,34.150000,0.000070,-0.000552,1.002000,-0.002000,-0.174000,0.000000,-0.178000,0.000000,1.289000,0.004416,-7.589100,0.937700,0.055704,-0.010740,0.000746,-0.000018,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.981000,0.019000,4.310000,2.760000,1.143000,-0.143000,,"Area = 1.317 m^2, (32.0"" x 63.8""). Weight = 14.8 kg (32.6 lb).  Module with 72 (140 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, multi-layered polymer backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions.  Max system voltage = 600V.  Max series fuse = 15A. NOCT = 45C"
"Siemens SP130","2001 (E)",1.317000,"c-Si",72,1,4.500000,42.800000,3.950000,33.000000,0.000260,-0.000520,1.020600,-0.020600,-0.170000,0.000000,-0.170000,0.000000,1.279000,-0.149090,-8.958530,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,4.420000,2.730000,1.159000,-0.159000,,"Area = 1.317 m^2, (32.0"" x 63.8""). Weight = 14.8 kg (32.6 lb).  Module with 72 (140 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, multi-layered polymer backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions.  Max system voltage = 600V.  Max series fuse = 15A. NOCT = 45C."
"Siemens SP140","2001 (E)",1.317000,"c-Si",72,1,4.700000,42.800000,4.250000,33.000000,0.000260,-0.000520,1.020600,-0.020600,-0.170000,0.000000,-0.170000,0.000000,1.279000,-0.149090,-8.958530,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,4.660000,2.990000,1.159000,-0.159000,,"Area = 1.317 m^2, (32.0"" x 63.8""). Weight = 14.8 kg (32.6 lb).  Module with 72 (140 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, multi-layered polymer backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Max system voltage = 600V.  Max series fuse = 15A. NOCT = 45C."
"Siemens SP150","2001 (E)",1.317000,"c-Si",72,1,4.800000,43.400000,4.400000,34.000000,0.000260,-0.000520,1.020600,-0.020600,-0.170000,0.000000,-0.170000,0.000000,1.279000,-0.149090,-8.958530,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,4.750000,3.140000,1.159000,-0.159000,,"Area = 1.317 m^2, (32.0"" x 63.8""). Weight = 14.8 kg (32.6 lb).  Module with 72 (140 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, multi-layered polymer backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions."
"Siemens SP18 (12V)","1999 (E)",0.174000,"c-Si",36,1,1.200000,21.700000,1.100000,17.000000,0.000260,-0.000520,1.020600,-0.020600,-0.085000,0.000000,-0.085000,0.000000,1.279000,-0.149090,-8.958530,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,1.185000,0.790000,1.159000,-0.159000,,"Area = 0.174 m^2, (10.8"" x 24.9""). Weight = 2.7 kg (5.9 lb). Module with 36 (35 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Provision for 6-V or 12-V operation"
"Siemens SP18 (6V)","1999 (E)",0.174000,"c-Si",18,2,2.400000,10.900000,2.100000,8.500000,0.000260,-0.000520,1.020600,-0.020600,-0.042500,0.000000,-0.042500,0.000000,1.279000,-0.149090,-8.958530,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,2.360000,1.440000,1.159000,-0.159000,,"Area = 0.174 m^2, (10.8"" x 24.9""). Weight = 2.7 kg (5.9 lb). Module with 2 parallel strings of 18 (70 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Provision for 6-V or 12-V operation."
"Siemens SP36 (12V)","1999 (E)",0.333000,"c-Si",36,1,2.400000,21.700000,2.100000,17.000000,0.000260,-0.000520,1.020600,-0.020600,-0.085000,0.000000,-0.085000,0.000000,1.279000,-0.149090,-8.958530,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,2.360000,1.450000,1.159000,-0.159000,,"Area = 0.333 m^2, (20.8"" x 24.9""). Weight = 4.3 kg (9.5 lb). Module with 36 (70 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Provision for 6-V or 12-V operation."
"Siemens SP36 (6V)","1999 (E)",0.333000,"c-Si",18,2,4.800000,10.900000,4.200000,8.500000,0.000260,-0.000520,1.020600,-0.020600,-0.042500,0.000000,-0.042500,0.000000,1.279000,-0.149090,-8.958530,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,4.730000,2.890000,1.159000,-0.159000,,"Area = 0.333 m^2, (20.8"" x 24.9""). Weight = 4.3 kg (9.5 lb). Module with 2 parallel strings of 18 (70 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Provision for 6-V or 12-V operation."
"Siemens SP65 (12V)","2001 (E)",0.633000,"c-Si",36,1,4.500000,21.400000,3.950000,16.500000,0.000260,-0.000520,1.020600,-0.020600,-0.085000,0.000000,-0.085000,0.000000,1.279000,-0.149090,-8.958530,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,4.410000,2.740000,1.159000,-0.159000,,"Area = 0.633 m^2, (20.8"" x47.3""). Weight = 7.6 kg (16.7 lb). Module with 36 (140 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions."
"Siemens SP70 (12V)","1999 (E)",0.633000,"c-Si",36,1,4.700000,21.400000,4.250000,16.500000,0.000260,-0.000520,1.020600,-0.020600,-0.085000,0.000000,-0.085000,0.000000,1.279000,-0.149090,-8.958530,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,4.650000,2.990000,1.159000,-0.159000,,"Area = 0.633 m^2, (20.8"" x47.3""). Weight = 7.6 kg (16.7 lb). Module with 36 (140 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Provision for 6-V or 12-V operation"
"Siemens SP70 (6V)","1999 (E)",0.633000,"c-Si",18,2,9.400000,10.700000,8.500000,8.250000,0.000260,-0.000520,1.020600,-0.020600,-0.042500,0.000000,-0.042500,0.000000,1.279000,-0.149090,-8.958530,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,9.320000,5.980000,1.159000,-0.159000,,"Area = 0.633 m^2, (20.8"" x47.3""). Weight = 7.6 kg (16.7 lb). Module with 2 parallel strings of 18 (140 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Provision for 6-V or 12-V operation."
"Siemens SP75","1997",0.633000,"c-Si",36,1,4.593000,21.740000,4.174000,17.110000,0.000480,-0.000270,1.020600,-0.020600,-0.090400,0.000000,-0.091400,0.000000,1.279000,-0.149090,-8.958530,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,4.540000,2.970000,1.159000,-0.159000,,"Area = 0.633 m^2, (20.8"" x47.3""). Weight = 7.6 kg (16.7 lb). Module with 36 (140 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Provision for 6-V or 12-V operation."
"Siemens SP75 (12V)","1999 (E)",0.633000,"c-Si",36,1,4.800000,21.700000,4.400000,17.000000,0.000260,-0.000520,1.020600,-0.020600,-0.085000,0.000000,-0.085000,0.000000,1.279000,-0.149090,-8.958530,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,4.770000,3.120000,1.159000,-0.159000,,"Area = 0.633 m^2, (20.8"" x47.3""). Weight = 7.6 kg (16.7 lb). Module with 36 (140 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Provision for 6-V or 12-V operation."
"Siemens SP75 (6V)","1999 (E)",0.633000,"c-Si",18,2,9.600000,10.900000,8.800000,8.500000,0.000260,-0.000520,1.020600,-0.020600,-0.042500,0.000000,-0.042500,0.000000,1.279000,-0.149090,-8.958530,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,9.540000,6.240000,1.159000,-0.159000,,"Area = 0.633 m^2, (20.8"" x47.3""). Weight = 7.6 kg (16.7 lb). Module with 2 parallel strings of 18 (140 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Provision for 6-V or 12-V operation."
"Siemens SR100 (12V)","1999 (E)",0.890000,"c-Si",36,1,6.300000,22.000000,5.600000,17.700000,0.000396,-0.000214,0.987000,0.013000,-0.090500,0.000000,-0.094900,0.000000,1.415000,0.041040,-6.758220,0.922000,0.068650,-0.012670,0.001133,-0.000040,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.991000,0.009000,6.240000,3.850000,1.142000,-0.142000,,"Area = 0.890 m^2, (23.4"" x 59.0""). Weight = 10.9 kg (24.0 lb). Module with 36 circular (175 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Provision for 6-V or 12-V operation"
"Siemens SR100 (6V)","1999 (E)",0.890000,"c-Si",18,2,12.600000,11.000000,11.200000,8.850000,0.000396,-0.000214,0.987000,0.013000,-0.045200,0.000000,-0.047400,0.000000,1.415000,0.041040,-6.758220,0.922000,0.068650,-0.012670,0.001133,-0.000040,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.991000,0.009000,12.480000,7.720000,1.142000,-0.142000,,"Area = 0.890 m^2, (23.4"" x 59.0""). Weight = 10.9 kg (24.0 lb). Module with 2 parallel strings of18 circular (175 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Provision for 6-V or 12-V operation."
"Siemens SR50 (12V)","1999 (E)",0.465000,"c-Si",36,1,3.200000,21.600000,2.950000,17.000000,0.000396,-0.000214,0.987000,0.013000,-0.090500,0.000000,-0.094900,0.000000,1.415000,0.041040,-6.758220,0.922000,0.068650,-0.012670,0.001133,-0.000040,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.991000,0.009000,3.170000,2.110000,1.142000,-0.142000,,"Area = 0.465 m^2, (23.4"" x 30.8""). Weight = 5.9 kg (13.0 lb). Module with 36 semi-circular (95 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Provision for 6-V or 12-V operation."
"Siemens SR50 (6V)","1999 (E)",0.465000,"c-Si",18,2,6.400000,10.800000,5.900000,8.500000,0.000396,-0.000214,0.987000,0.013000,-0.045200,0.000000,-0.047400,0.000000,1.415000,0.041040,-6.758220,0.922000,0.068650,-0.012670,0.001133,-0.000040,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.991000,0.009000,6.360000,4.190000,1.142000,-0.142000,,"Area = 0.465 m^2, (23.4"" x 30.8""). Weight = 5.9 kg (13.0 lb). Module with 2 parallel strings of 18 semi-circular (95 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Provision for 6-V or 12-V operation."
"Siemens SR90 (12V)","1999 (E)",0.890000,"c-Si",36,1,6.100000,21.600000,5.400000,17.000000,0.000396,-0.000214,0.987000,0.013000,-0.090500,0.000000,-0.094900,0.000000,1.415000,0.041040,-6.758220,0.922000,0.068650,-0.012670,0.001133,-0.000040,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.991000,0.009000,6.000000,3.730000,1.142000,-0.142000,,"Area = 0.890 m^2, (23.4"" x 59.0""). Weight = 10.9 kg (24.0 lb). Module with 36 circular (175 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Provision for 6-V or 12-V operation"
"Siemens SR90 (12V)","1998",0.890000,"c-Si",36,1,5.404000,22.030000,4.972000,17.630000,0.000396,-0.000214,0.987000,0.013000,-0.090500,0.000000,-0.094900,0.000000,1.415000,0.041040,-6.758220,0.922000,0.068650,-0.012670,0.001133,-0.000040,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.991000,0.009000,5.360000,3.530000,1.142000,-0.142000,,"Area = 0.890 m^2, (23.4"" x 59.0""). Weight = 10.9 kg (24.0 lb). Module with 36 circular (175 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Provision for 6-V or 12-V operation."
"Siemens SR90 (6V)","1999 (E)",0.890000,"c-Si",18,2,12.200000,10.800000,10.800000,8.500000,0.000396,-0.000214,0.987000,0.013000,-0.045200,0.000000,-0.047400,0.000000,1.415000,0.041040,-6.758220,0.922000,0.068650,-0.012670,0.001133,-0.000040,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.991000,0.009000,12.000000,7.470000,1.142000,-0.142000,,"Area = 0.890 m^2, (23.4"" x 59.0""). Weight = 10.9 kg (24.0 lb). Module with 2 parallel strings of 18 circular (175 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with EVA. Junction box with manufacturer installed bypass diodes, and conduit provisions. Provision for 6-V or 12-V operation."
"Siemens ST10","1999 (E)",0.127000,"CIS",42,1,0.740000,21.000000,0.640000,15.600000,-0.000013,-0.000450,0.972000,0.028000,-0.090600,0.000000,-0.074400,0.000000,1.752000,0.508770,-2.954000,0.921000,0.071815,-0.014619,0.001250,-0.000037,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,0.982000,0.018000,0.710000,0.434000,1.045000,-0.045000,,"Small area = 0.127 m^2,  (12.9"" x 15.2"").  Weight = 2.4 kg  (5.2 lb). Thin-film module with multiple layer copper-indium-diselenide (CIS) cells, with 42 cells connected in series. Designed for use in 12-V systems.  Aluminum framed module,  with low-iron tempered glass front, laminated with EVA encapsulant, multiple layer polymer backsheet.  Electrical connection via pigtails from sealed boot on back."
